"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Mexico","125.4","1295","13","10","14","Nogales","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Omaha","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Orlando","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Oxnard","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Philadelphia","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Phoenix","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Portland","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Presidio","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Raleigh","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Sacramento","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Saint Paul","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Salt Lake City","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","San Antonio","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","San Bernardino","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","San Diego","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","San Jose","Costa Rica","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Santa Ana","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Seattle","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Tucson","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Yuma","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Montreal","Canada","Permanent Mission","Mission to ICAO"
"Mexico","125.4","1295","13","10","14","Paris","France","Permanent Mission","Mission to OECD"
"Mexico","125.4","1295","13","10","14","Paris","France","Permanent Mission","Mission to UNESCO"
"Mexico","125.4","1295","13","10","14","Mexico City","Mexico","Permanent Mission","Mission to OPANAL"
"Mexico","125.4","1295","13","10","14","Geneva","Switzerland","Permanent Mission","Mission to UN/Int'l Orgs"
"Mexico","125.4","1295","13","10","14","New York","United States","Permanent Mission","Mission to UN"
"Mexico","125.4","1295","13","10","14","Washington DC","United States","Permanent Mission","Mission to OAS"
"Mexico","125.4","1295","13","10","14","Strasbourg","France","Other","Liaison office"
"Mexico","125.4","1295","13","10","14","Ramallah","Palestine*","Other","Liaison office"
"Mexico","125.4","1295","13","10","14","Taipei","Taiwan*","Other","Liaison office"
"Netherlands","16.9","879","","12","17","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Tirana","Albania","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Algiers","Algeria","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Luanda","Angola","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Canberra","Australia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Vienna","Austria","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Dhaka","Bangladesh","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Brussels","Belgium","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Cotonou","Benin","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Ottawa","Canada","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Santiago","Chile","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Beijing","China","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Bogota","Colombia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Havana","Cuba","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Cairo","Egypt","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Talinn","Estonia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Helsinki","Finland","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Paris","France","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Berlin","Germany","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Accra","Ghana","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Athens","Greece","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Budapest","Hungary","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","New Delhi","India","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Cork","Ireland","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Dublin","Ireland","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Rome","Italy","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Tokyo","Japan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Amman","Jordan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Riga","Latvia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Bamako","Mali","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Valletta","Malta","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Rabat","Morocco","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Maputo","Mozambique","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Oslo","Norway","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Muscat","Oman","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Panama City","Panama","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Lima","Peru","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Manila","Philippines","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Warsaw","Poland","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Doha","Qatar","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Bucharest","Romania","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Kigali","Rwanda","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Dakar","Senegal","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Singapore","Singapore","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Cape Town","South Africa","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Juba","South Sudan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Madrid","Spain","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Colombo","Sri Lanka","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Paramaribo","Suriname","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Bern","Switzerland","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Ankara","Turkey","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Kampala","Uganda","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","London","United Kingdom","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Washington DC","United States","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Netherlands","16.9","879","","12","17","Hanoi","Vietnam","Embassy / High Commission","Embassy"
